EnsemblGeneID,GeneID,Gene_symbol,RHC4240__Epithelial__2749FE,RHC4273__Epithelial__2749FE,RHL2799__Bcell__7DEA7B,RHL2806__Epithelial__2749FE,RHL2809__Epithelial__2749FE,RHL2821__Epithelial__2749FE,RHL2834__Epithelial__2749FE,RHL2844__Epithelial__2749FE,RHL2850__Epithelial__2749FE,RHL2856__Epithelial__2749FE,RHC5859__Epithelial__2749FE,RHC5866__Epithelial__2749FE,RHC5870__Epithelial__2749FE,RHC5876__Epithelial__2749FE,RHC5885__Epithelial__2749FE,RHC5887__Epithelial__2749FE,RHC5891__Epithelial__2749FE,RHC5901__Epithelial__2749FE,RHC5904__Epithelial__2749FE,RHC5909__Epithelial__2749FE,RHC5915__Epithelial__2749FE,RHC5920__Epithelial__2749FE,RHC5923__Epithelial__2749FE,RHC5931__Epithelial__2749FE,RHC5935__Epithelial__2749FE,RHC5936__Epithelial__2749FE,RHC5938__Epithelial__2749FE,RHC5941__Epithelial__2749FE,RHC6058__Epithelial__2749FE,RHC6074__Epithelial__2749FE,RHC6092__Epithelial__2749FE,RHC6094__Epithelial__2749FE,RHC6103__Epithelial__2749FE,RHC6106__Epithelial__2749FE,RHC6113__Epithelial__2749FE
ENSG00000001630,1595,CYP51A1,184.157,0,17.3257,171.346,76.7422,2.82034,13.5463,0,221.449,94.0666,1.19006,5.36453,92.007,12.7836,0.437444,104.191,271.07,22.4043,7.82817,0,284.878,0.765192,23.5387,17.8342,2.32038,35.2627,71.3438,2.74427,0,0,0,15.1697,0,0,0
ENSG00000001631,889,KRIT1,0,0.30726,0,86.6424,0,137.927,0,0,0,0,0,0,113.792,0,0,0.22087,0,15.883,0,0,0,0,0.288317,0.133157,0,0,0,0,0,0,0,230.673,0,0,0
ENSG00000002016,5893,RAD52,140.186,0,0,4.2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67466,0,10.1603,0,0,0,0,0,0,0,0,0,0,0.913592,69.6177,0,0
ENSG00000002330,572,BAD,0,0,0,0,69.1407,0,9.7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002549,51056,LAP3,8.24069,0,8.69051,0,0,5.70928,0,0,0,12.9133,0,0,0,0,0,0,0,0,17.4199,449.931,0,3.3171,0,0,0,9.15704,0,0,0,0,0,8.1076,0,0,0
ENSG00000002586,4267,CD99,0,0,0,0,0,0,12.943,0,0,0,0,0,0,0,0,0,22.9356,0,55.7293,0,0,0,1.53389,0,0,29.6195,0,0,30.7088,37.2925,0,173.398,0,0,934.121
ENSG00000002587,9957,HS3ST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677809,0,0,0,0,0,0,0,0,0,0,0,17.7574,0,0,0
ENSG00000002726,26,AOC1,56.3085,0,0,379.721,318.435,26.5274,345.092,7.65641,551.929,156.794,22.3224,0,70.884,1357.31,3.07983,44.6458,193.317,8.482,47.5741,602.531,126.317,2.36492,153.747,12.2425,168.066,5.01839,0,0,545.123,28.5472,530.458,0.419624,0,24.8111,313.586
ENSG00000002745,51384,WNT16,0,4.91476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002746,23072,HECW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002822,8379,MAD1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.473,0,0
ENSG00000002834,3927,LASP1,0,0,0,3.26004,0,0,6.18727,345.516,0,10.1912,19.3881,0,0,381.621,0,1.68033,0,11.0039,0,6.23976,0,0,3.81751,0,0,0,0,1.20416,0,0,0,0.210027,0,0,0
ENSG00000002919,29916,SNX11,0.478991,0,0,0,0,4.0416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38482,0,0,0,0,0,0,31.5203,0,0
ENSG00000002933,55365,TMEM176A,8.97304,0,0,651.089,1271.02,237.899,16.1595,40.7118,250.815,319.565,0,0,232.086,868.421,22.383,40.4567,239.471,74.6614,1054.07,687.704,388.042,0.99999,100.359,5.50643,11.8227,1055.18,0,23.8165,296.975,71.5983,73.9479,3.69659,164.248,0,293.729
ENSG00000003056,4074,M6PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.78,36.7919,0,0,0,1.15896,0,0,0,0,0,0,6.9434,0,4.48303,0,2.96659,0,0,0
ENSG00000003096,90293,KLHL13,0,0,0,0,0,0,0,0,0,61.8903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003137,56603,CYP26B1,0,0,0,0,0,0,0,0,0,4.21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0025,0,1.8564,0,0,0,0
ENSG00000003147,3382,ICA1,0,0,0,18.055,0,35.6954,576.687,27.1173,5.22466,0,0,21.0198,474.521,0,0,0,0,0,216.413,0,0,0,0,0,0,0,0,0,154.93,0,0,4.55183,338.289,214.462,0
ENSG00000003249,79007,DBNDD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003393,57679,ALS2,0,0,0,0,243.075,0,164.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151482,0,1.07626,0,0,0,0,0
ENSG00000003400,843,CASP10,1.04924,0.370563,24.4666,0,9.51332,0,0,34.6257,18.3464,0,0,0,0,0,0,0,107.861,45.9883,91.2573,0.458424,0,0,0,0,0,0,0,0,0,2.35196,0,71.4944,0,0,0
ENSG00000003402,8837,CFLAR,1.29571,15.9269,56.4655,23.4229,91.4834,15.6081,203.877,1.18577,21.309,0.655426,7.75958,0,35.6205,1.95468,0.0425577,0.151105,102.747,6.77005,209.091,0,138.095,0.776721,0.163167,33.7215,7.49117,96.7119,2.79201,45.6642,32.1446,27.2597,37.671,3.0662,8.62378,1.95655,0
ENSG00000003436,7035,TFPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.495,0,0,0,0,0,0
ENSG00000003509,55471,NDUFAF7,609.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003756,10181,RBM5,0,0,0,51.2453,0,5.68929,38.6742,0,65.1321,295.761,36.769,3.65045,0,0.471071,0,34.8679,698.15,0,0,3.01512,3.16793,0,16.251,0,0,37.337,3.5924,0,3056.86,8.14677,5.60756,0,0,0,0
ENSG00000003987,9108,MTMR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003989,6542,SLC7A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004059,381,ARF5,280.645,0,0,184.423,0,19.8302,0,212.12,0,0,2.45028,0,0,0,0,0,20.6915,0,0,416.583,0,0,0.0106462,0,0,0,0,0,0,0,0,0.987746,0,0,0
ENSG00000004139,23098,SARM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004142,26073,POLDIP2,0,8.42716,0,0,0,0,0,21.6461,0,0,0,0,0,0,14.8915,84.9493,0.383672,0,0,42.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004399,23129,PLXND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004455,204,AK2,0,0,0,0,0,0,0,0,0,4.24484,0,0,0,0,0,5.52053,1150.27,1004.93,8.04515,0,0,0,0,0.268876,0,2.83984,5.00638,0,14.3366,0,0,45.5774,0,7.14195,0
ENSG00000004468,952,CD38,0,0,0,0,0,0,0,0,0,0,0.33803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818211,0
ENSG00000004478,2288,FKBP4,0,0,0,0,0,0,0,0,0,0,0,0,85.5083,0,0,9.90234,0,0,0,0,0,0,0.415,575.834,0,4.9318,0,0,19.649,9.13643,0,0,0,0,77.3473
ENSG00000004487,23028,KDM1A,0.513493,0,0,0,0,0,0,0,0,0,0,0,0,31.0527,0,0,0,0,0,0,0,0,0,0,752.669,0,0,0,0,0,0,0,0,0,0
ENSG00000004534,10180,RBM6,16.0512,84.7398,49.3994,0,177.69,0,25.9783,157.846,3.75445,131.652,415.547,8.36153,0,0,0,186.696,0.373118,0,0,132.827,1.45292,0,248.949,0.239085,0,0.111089,2.18756,0,71.4368,24.495,0,0,820.791,42.8681,0
ENSG00000004660,84254,CAMKK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004700,5965,RECQL,3.95786,0,0,0,7.51858,0,0,0,0,8.20486,0,0,1.71382,0,0,1.04344,0,0.514649,0.420641,0,0,0,5.67141,0,6.57044,0,0,0,0,0,0,0,0,0,1.35978
ENSG00000004766,55610,CCDC132,0,0,0,0,142.642,3.73558,0,0,0,13.2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1016,0,0,2.95791,0,8.41122,0,0,0
ENSG00000004776,126393,HSPB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004777,115703,ARHGAP33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004779,4706,NDUFAB1,367.81,0,80.7544,0,32.8677,0,181.877,0,0,0,0,26.4473,0,0,0,0,248.658,0,0,0,4.25564,0,7.80249,0,8565.8,1.26745,0,4.32711,0,0,851.765,146.422,0,10.1589,0
ENSG00000004799,5166,PDK4,159.359,42.6751,0,25.4241,2.62804,38.8053,0,0,237.585,137.415,0,0,31.8652,0,0,0,5.28562,43.3583,0,0,0,0.192469,0.680833,0,0.317313,0.908908,0,0,0,187.816,2.3691,0,0,6154.77,0
ENSG00000004809,85413,SLC22A16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6664,0,0,0,0
ENSG00000004838,51364,ZMYND10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2907,0
ENSG00000004846,340273,ABCB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004848,170302,ARX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004864,10165,SLC25A13,0,0,0,0,0,0,0,0,40.3035,1.63423,0.860829,0,243.101,4.92298,0,0,9.19817,0,1.62784,0.157378,0,0,0,0,0,0,0,0,0,1.50544,0,9.28528,0,0,0
ENSG00000004897,996,CDC27,42.4214,300.066,408.965,0,0,6.03152,0,0,0,0,6.62104,0,0,0,86.5191,0,0,0.0941178,0,0,0,0,0,0,0,0,0,0,0,48.4617,46.7773,0,444.001,14.2338,0
ENSG00000004939,6521,SLC4A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004948,799,CALCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,3052,HCCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82384,0,6.27758,0,0,0,0.771311,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004975,1856,DVL2,49.6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005001,64063,PRSS22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,5976,UPF1,0,0,0,0,27.7425,2.94859,0,2.9866,56.192,13.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005020,8935,SKAP2,40.7621,26.2834,0,0,16.3295,2.23143,22.7508,24.9183,0,0,0,12.3844,0,0.562889,0.515132,0.556329,15.1136,26.9319,0,952.734,0,6.66092,0,0,0,3.22867,5196.59,3.03427,0,3.89016,0,0,0,0,200.011
ENSG00000005022,292,SLC25A5,1494.06,528.029,0,1092.66,635.926,40.5658,123.945,1342.35,2041.87,789.906,2567.98,3.10759,4196.77,140.195,863.108,61.5135,3991.53,3018.26,2848.9,1440.59,2916.88,1473.43,1186.7,930.96,507.654,1601.92,92.76,406.951,1102.26,793.512,17.3357,1004.38,0,0,1569.68
ENSG00000005059,55013,CCDC109B,0,0,2.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005073,3207,HOXA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005075,5439,POLR2J,0,0,0,0,0,0,0,214.616,8.85905,6.87693,0,0,0,0,0,174.745,0,0,0,0,0,0,0,0,0,14.0664,0,0,152.968,22.6019,0,5.38871,0,0,0
ENSG00000005100,56919,DHX33,117.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65205,0,0,0,2.91332,0,154.773,0,0
ENSG00000005102,4222,MEOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005108,221981,THSD7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005156,3980,LIG3,0.449593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005175,79657,RPAP3,0,0,21.012,0,0,300.141,0,0,0,0,0,0,7.13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7653,0,72.8315,0,0,0
ENSG00000005187,6296,ACSM3,261.739,0,0,46.4805,0,0,0,0,0,0,0,0,0,0,0,0,432.152,0,0,1.1998,0.53093,0,2.01641,0,0,0,0,0,0,53.3023,0,0,0,0,0
ENSG00000005189,81691,AC004381.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005194,57019,CIAPIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7849,0,0,40.8443,0,0,0,0,2.31445,0,0,0,0,0,0,0,0,0
ENSG00000005206,56928,SPPL2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005238,80256,FAM214B,0,0,0,380.637,18.8468,0,5.76515,0,2.64191,0,0,0,0,0,0,141.421,7.57862,0,1.52828,0,0.533212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005243,51226,COPZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005249,5577,PRKAR2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.201,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005302,10943,MSL3,0,0,0,0,0,0,0,0,0,0,0,0,210.189,0,0,0,0,0,0,0,0,0,0,0,27.8651,0,0,0,0,1.56004,0,0,226.459,1.46464,0
ENSG00000005339,1387,CREBBP,0.420529,0,0,0,0,19.0512,0,39.9784,1.1645,24.6289,0,0,0,0,0,0,0,0,0,0,0,10.2774,0,0,3.15135,14.5289,0,0,2.13684,0.689452,0,0,1.77771,0,0
ENSG00000005379,9256,BZRAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244619,0,0,0.504889,0,0,0,0,0,0,0,0,0
ENSG00000005381,4353,MPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005421,5444,PON1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005436,6936,GCFC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005448,84058,WDR54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005469,54677,CROT,0.581879,0,0,0,81.0959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971042,0,140.237,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005471,5244,ABCB4,0,0,0,0,0,0,0,0,33.2254,0,0.746858,0,0,0,0,0,0,0,38.1926,0,8.59943,0,0,0,0,0,0,0,0,0,0,0,35.4343,0,0
ENSG00000005483,55904,KMT2E,869.576,18.3145,3.81501,608.22,33.2058,9.39494,92.4688,26.0224,72.6804,113.068,14.4893,10.6124,3.41818,93.7758,1.04745,775.537,0.681536,0.115972,56.0323,13.0897,48.6282,354.777,23.7214,1.27748,2.59473,580.564,1.67345,62.3721,4.93335,24.1152,0,0.184542,0,0,0
ENSG00000005486,57414,RHBDD2,0,3.63945,0,0,5.35743,0,0,16.1728,130.612,0,0,0,0,0,1.51309,6.89262,6.99973,0,3.47356,0,0,0,0,0,65.8271,227.592,0,7.21654,0,0,0,0,0,0,0
ENSG00000005513,30812,SOX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005700,25998,IBTK,0,0,0,0,0,0,0,0,0,0,0,0.75433,0.174762,0,0,8.95872,0.292938,0,0.885027,0.77352,0,0,0,0,0.142819,0,0,0,0,8.33536,1.29472,5.25293,0,0,0
ENSG00000005801,7748,ZNF195,0,0,0,0,0,0,0,0,0,0,0,0,6.1713,0,0,0,7.1432,0,0,0,0,12.4946,0,0,0,0,0,0,0,3.31686,0,226.625,24.5977,0,0
ENSG00000005810,23077,MYCBP2,71.4764,0,37.653,0,0,7.44919,0,0,0,57.2868,1.32613,0,0,0,0,5.23329,4.55196,0,0,0,0,0,0,0,0,0.157597,0.551569,0,1505.83,0.667511,0.939337,0,0,0,0
ENSG00000005812,26224,FBXL3,0,0,0,100.723,2.68668,0,0,0,0,209.449,7.42239,0,0,0,0,0,6.6515,0,1.46234,1.66762,0,0,0,0,0,0,0,0,0,0,0,69.101,0,0.718238,0
ENSG00000005844,3683,ITGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005882,5164,PDK2,0,0,0,0,0,0,0,14.4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005884,3675,ITGA3,0,0,0,0,0,0,0,0,0,0,1.4387,0,0.803577,0,3.54888,0,0,0,21.7544,13.9194,0,0,0,0,0,0,0,0,0,7.59725,0,0,0,0,0
ENSG00000005889,7543,ZFX,0,0,12.4694,0,0,0,0,0,0.937178,50.8729,0,0,2.59972,0,0,0,0.673152,0.174977,6.23111,0,0,0,6.36702,0,0,2.52009,0,0,0,0.287393,0,0.510729,0,0,0
ENSG00000005893,3920,LAMP2,0,0,0,0,2.31308,0,0,0,0,148.615,0,0.505599,0,73.3054,0,0,14.8852,0,0.892325,0,0,0,0,0,0,0,0,0,0,107.934,8.85796,41.5895,0,0.480698,0
ENSG00000005961,3674,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005981,51666,ASB4,0,172.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006007,51573,GDE1,0,0,0,1.9533,179.843,8.39512,2.47092,46.1897,13.5886,0,38.8827,0,142.39,0,0.358258,2.6465,1.23323,0,3.48904,1.67754,0.900059,0,0,0,77.4898,254.576,0,0.746893,0,23.6053,0,413.411,0,0,31.2161
ENSG00000006015,55049,C19orf60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07449,0,0,0,0,0,0,0,0,4.89803,0,0,0,0,5.10512,0,0,0,0,0
ENSG00000006016,9244,CRLF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006025,114881,OSBPL7,0,0,0,37.418,0,0,0,0,0,0,0,0,0,1.38554,0,0,0,4.16292,0,0,30.6916,0,0.369988,0,0,0,0,0,0,4.77303,0,0,0,0,0
ENSG00000006042,26022,TMEM98,0,0,0,0,0,0,0,0,48.6959,19.7205,0,0,0,0,1.12146,1.37889,11.2825,0,3.99171,0,0,0,0,0,0,0,0,0,0,0,0,131.683,0,0,0
ENSG00000006047,51087,YBX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006059,3883,KRT33A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,9020,MAP3K14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006071,6833,ABCC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006116,10368,CACNG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
