Var1,Gene_matrix1,Gene_matrix2,Gene_matrix3,Gene_matrix4,Gene_matrix5
0,0,0,1,0,1
100,1,0,1,0,1
10005,1,1,1,0,1
10007,0,0,1,1,0
100137049,1,0,1,0,1
10020,1,1,0,0,0
10026,1,0,1,1,1
100287639,0,0,1,0,1
100288072,0,1,0,0,1
10050,0,0,0,1,1
100507855,0,1,0,1,0
100526794,1,0,0,0,1
10057,1,1,0,1,1
10058,0,0,1,1,0
10060,1,0,1,1,0
10087,1,1,0,1,1
10090,1,1,0,1,0
10135,0,1,0,1,1
10157,1,0,0,0,1
10164,1,0,0,0,1
10165,0,1,1,0,0
10166,1,1,0,1,1
10170,0,1,0,1,1
10201,1,1,0,0,1
10202,0,1,1,0,1
10229,1,1,0,1,1
10246,1,1,0,0,0
10249,0,0,1,1,0
10257,1,1,0,0,1
102724197,0,1,1,0,0
102724560,1,1,1,0,0
10312,0,1,1,1,1
10317,1,1,1,1,1
10327,1,1,1,1,1
10331,1,0,1,0,0
10351,1,1,0,1,0
1036,1,1,0,1,0
10380,1,1,1,0,1
10390,1,0,1,0,1
10396,1,0,0,0,1
1040,1,0,1,1,0
10400,1,1,1,0,1
10402,1,0,1,1,0
10423,1,1,1,1,1
10449,0,1,0,1,0
10455,0,1,1,0,0
10476,1,1,1,1,1
10478,0,0,0,1,1
10553,1,0,1,1,0
10554,1,0,0,1,1
10555,0,0,1,0,1
10558,0,0,1,1,0
10559,0,1,1,1,1
1056,1,1,1,0,1
10560,0,0,0,1,1
10568,0,0,1,1,0
10587,0,1,0,1,0
10588,1,1,0,0,0
10599,1,0,1,1,1
10606,1,1,1,0,0
10610,0,1,0,1,1
10632,1,0,1,0,1
10654,1,0,0,0,1
1066,0,1,0,1,1
10678,1,1,0,1,1
10682,0,1,0,1,0
10690,1,0,0,1,0
107,0,1,1,1,1
10715,0,1,0,1,0
10720,0,1,0,1,1
10723,1,0,1,0,1
10724,1,1,0,0,0
10728,1,0,1,0,1
10768,1,1,1,0,0
10786,1,0,0,0,1
10797,1,0,1,0,1
108,1,1,1,0,1
1080,1,0,0,1,0
10825,1,1,1,0,0
10826,0,1,0,1,1
10840,1,0,0,1,1
10841,1,1,1,1,1
10846,0,1,1,0,0
10858,0,1,1,0,0
10861,1,1,1,1,1
10864,1,0,1,0,0
10870,0,1,1,0,1
10873,1,0,0,1,1
109,0,1,1,1,1
10901,0,1,0,1,0
10919,1,0,0,1,0
10928,1,1,0,0,0
10935,1,1,1,1,1
10941,1,0,1,0,0
10948,1,1,0,0,1
10965,0,0,0,1,1
10975,0,1,1,0,0
10991,1,1,0,1,1
10993,1,1,1,0,0
10998,0,1,1,1,1
10999,0,0,1,1,1
11000,1,1,0,0,1
11001,0,1,1,1,0
1103,1,1,1,1,1
11041,1,1,0,0,1
11046,1,1,0,1,0
1109,0,1,1,1,0
111,0,0,1,1,1
11102,1,1,0,1,0
11112,1,1,0,0,0
11136,1,1,0,1,1
11164,1,1,0,0,1
1118,1,0,0,1,1
11181,1,0,0,1,1
11182,1,0,0,1,0
1119,1,1,0,1,1
112,1,1,1,1,1
1120,1,0,1,1,1
11212,1,0,1,1,0
11226,1,0,1,1,0
11227,1,0,1,0,1
11238,1,1,1,0,1
112483,0,1,1,0,0
11254,1,0,0,1,1
112611,1,1,0,1,0
112724,1,0,1,0,0
11283,0,1,1,1,1
11285,1,1,0,1,0
113,1,1,1,1,0
113026,0,0,1,0,1
11309,0,1,1,0,1
113189,1,1,0,0,1
113235,1,0,0,0,1
113278,1,0,1,0,1
11332,0,0,1,1,1
11343,0,1,1,1,1
113451,1,0,1,1,1
113612,1,1,0,1,0
113675,0,0,1,1,0
114,1,1,0,1,1
114134,1,0,1,1,0
114571,1,0,1,0,0
114805,0,1,1,0,1
114971,1,0,1,1,1
115,1,1,0,1,0
115019,1,1,0,0,1
115111,1,1,0,1,1
1152,1,1,1,0,1
115286,1,1,1,1,1
1155,0,1,0,0,1
115584,0,1,1,1,0
1158,1,1,1,1,0
1159,0,1,1,1,1
1160,1,0,1,1,1
116085,0,1,0,1,1
116255,0,1,1,0,1
116285,0,0,1,1,1
116369,1,1,1,1,1
117247,1,0,0,0,1
117248,0,1,0,1,1
117283,1,1,0,0,0
1178,1,1,1,0,1
118881,1,1,0,0,0
119548,1,0,1,0,1
1200,1,1,0,0,0
120103,0,0,1,0,1
1208,1,0,1,0,1
121214,1,0,0,1,0
121278,1,1,1,0,0
1215,0,1,1,0,0
122481,1,1,0,1,0
122618,0,0,1,0,1
122622,1,1,1,1,1
122970,0,0,1,1,0
123041,0,1,0,1,1
123096,0,1,0,1,0
123099,1,1,0,1,0
123264,1,0,0,1,0
123688,1,0,1,0,1
123745,1,1,0,0,1
123876,0,1,1,0,1
124,0,0,1,1,0
1244,1,1,0,1,1
124583,0,0,1,0,1
124637,1,1,0,0,1
124872,1,0,0,1,0
124935,0,1,1,0,1
124975,0,0,0,1,1
125,0,1,1,0,0
125061,0,1,1,1,0
125206,1,0,1,0,1
125965,1,0,1,0,1
125981,0,0,0,1,1
126,1,0,0,0,1
126129,1,1,0,0,1
126328,0,1,0,1,1
126410,0,0,1,0,1
1267,0,1,1,0,0
126792,1,0,1,0,1
127,1,1,0,0,0
127124,1,1,1,1,0
128,1,1,0,0,0
128869,0,1,1,0,1
129607,0,0,0,1,1
129642,1,1,0,0,1
129807,0,1,1,0,1
13,0,1,0,0,1
130,1,0,0,0,1
130013,1,0,1,1,0
130367,0,0,1,1,0
130752,1,1,1,0,0
131,0,0,0,1,1
1312,0,0,1,1,1
131669,1,0,0,0,1
132,1,1,1,0,1
132158,0,1,1,0,1
1327,0,0,1,0,1
132789,0,1,1,0,0
1329,0,1,0,1,0
133121,0,1,0,0,1
1337,1,1,0,1,0
1339,1,1,0,1,0
1340,0,1,0,1,1
1345,0,1,1,0,1
134526,1,0,1,0,1
1346,1,0,1,1,0
1347,1,0,1,0,0
1349,1,0,1,0,1
1350,1,0,1,0,0
1351,0,1,0,0,1
135152,1,0,1,1,0
1356,0,1,1,0,0
1357,0,0,1,1,0
1358,0,0,0,1,1
1371,1,0,1,0,0
1373,1,1,1,1,1
1374,1,1,1,0,0
1375,1,1,1,1,1
1376,0,0,1,1,1
137872,0,1,1,0,0
137902,1,0,0,1,0
137964,1,0,0,1,0
1384,1,1,1,1,1
138429,1,0,1,1,0
138639,1,0,1,1,0
139596,1,1,0,0,0
140679,1,1,1,0,1
140687,0,1,0,0,1
140838,1,1,0,1,0
142680,1,1,0,0,1
1431,1,1,1,1,1
144193,1,1,0,0,1
144195,1,0,1,0,0
145173,0,1,0,0,1
145226,0,1,0,1,0
145553,1,0,1,0,1
146664,0,1,0,0,1
146712,1,0,1,0,0
1468,0,0,1,1,1
146802,0,1,1,0,1
1487,1,0,1,0,0
148789,1,0,1,0,0
1491,1,1,1,1,1
15,1,0,1,0,1
1503,0,1,0,1,0
151531,1,0,1,0,1
152586,0,1,0,0,1
153201,1,1,1,0,0
1537,1,0,0,0,1
154091,0,0,1,0,1
154141,1,1,0,0,0
1543,0,1,1,1,0
1544,1,0,0,0,1
1545,0,0,0,1,1
1548,0,0,1,1,1
1549,1,1,0,0,0
1551,1,1,0,0,0
155184,0,1,1,1,0
1553,0,1,1,1,0
1555,1,0,0,0,1
1557,1,1,1,0,0
1558,1,1,1,0,1
1559,0,1,1,1,0
1562,1,0,0,1,1
1565,0,0,0,1,1
1571,0,1,0,1,1
1572,1,0,0,0,1
1573,0,1,1,0,0
157506,0,1,0,0,1
1576,1,0,1,1,1
1577,1,0,0,0,1
1579,1,1,0,0,1
158,1,1,1,1,0
1580,0,0,0,1,1
1581,0,0,1,1,1
158160,1,1,0,0,1
1582,0,1,1,1,0
1583,0,1,1,1,1
1584,1,0,1,1,1
1585,1,1,0,1,1
158584,1,0,1,0,1
1586,1,1,1,0,1
1588,1,1,1,1,1
1589,1,1,0,0,1
159,1,0,1,0,1
1591,1,1,0,0,1
1593,1,1,1,0,0
1594,1,1,1,0,0
1595,0,1,1,0,0
159963,1,0,1,1,0
160287,1,0,0,0,1
160428,1,1,0,0,1
1606,0,0,1,1,0
1607,1,1,0,0,1
160728,0,0,1,0,1
1608,0,0,0,1,1
160851,0,0,1,1,1
1609,0,0,1,1,0
1610,1,0,0,0,1
1621,0,1,1,0,1
1622,1,0,1,1,0
162417,1,0,0,1,0
162466,1,0,1,1,0
1629,1,1,0,0,1
1632,1,1,0,0,0
1633,0,0,1,1,0
163404,1,0,1,1,0
1635,0,1,1,0,0
1636,1,0,0,1,1
1638,1,0,0,1,1
1644,0,0,0,1,1
1645,1,1,1,0,0
1646,0,1,1,0,1
166012,0,1,1,1,0
1666,0,1,0,0,1
166785,1,0,1,1,1
166929,1,0,1,1,0
168391,0,1,1,1,0
169355,0,0,1,1,1
170384,0,0,1,0,1
170712,0,1,1,0,1
171425,1,1,0,0,1
1716,1,1,1,1,1
1717,1,0,0,1,1
1718,0,1,1,1,0
1719,0,0,1,1,1
1723,1,1,0,1,0
1727,1,0,1,0,0
1728,0,1,1,0,0
1733,1,0,0,1,1
1734,0,0,1,1,1
1735,0,1,1,0,1
1737,0,1,1,0,0
1738,1,1,0,0,0
1743,0,0,1,1,0
175,1,0,1,0,0
1757,0,0,1,1,0
178,1,1,1,1,1
18,1,1,1,0,0
1800,0,0,1,0,1
1806,0,1,0,1,0
1807,0,1,1,0,1
1808,0,1,0,1,1
1809,1,0,1,1,0
1811,1,1,1,1,0
1836,0,1,1,1,1
1841,1,0,1,0,0
1854,0,1,0,0,1
189,0,0,1,1,1
1890,1,0,1,1,0
1891,1,1,0,0,1
1892,0,0,1,0,1
19,1,1,1,0,0
191,1,0,0,0,1
192134,1,0,1,1,0
192286,0,1,0,1,1
195814,1,0,0,1,0
196051,0,1,0,0,1
1962,1,1,1,0,0
196883,1,0,1,0,1
197257,1,1,0,1,1
197258,1,1,1,0,0
199974,0,0,1,1,0
200010,1,1,0,1,0
200576,1,1,1,1,1
200810,1,0,1,0,0
200931,0,1,0,0,1
201164,1,0,0,1,0
201288,1,0,1,1,0
201562,0,1,1,0,1
201595,0,0,1,0,1
2023,0,0,1,0,1
2026,1,0,1,0,0
2027,1,1,0,1,1
203,0,1,1,0,1
2030,1,0,0,1,1
204,1,1,1,1,1
204219,0,1,0,0,1
205,1,1,1,1,1
2053,1,0,0,1,1
206358,0,1,1,0,1
2098,1,1,0,0,0
21,0,1,1,0,1
210,1,1,1,1,0
2108,0,0,1,1,1
2109,1,1,1,1,1
211,1,1,1,0,1
2110,1,1,0,0,1
212,0,0,1,1,1
2131,0,1,0,1,1
2132,1,1,1,1,1
2134,1,0,1,1,0
2135,0,1,1,0,1
2137,1,1,0,1,0
215,1,1,0,0,1
216,1,0,1,1,1
2167,1,1,0,1,0
2168,0,1,1,0,0
2169,0,1,1,0,1
217,1,1,1,1,0
2170,1,1,0,1,0
2171,0,1,0,1,1
2172,1,0,1,0,1
2173,1,0,1,1,0
218,1,1,0,0,0
2180,0,1,1,1,0
2181,1,1,1,1,1
2182,1,1,1,1,0
2184,0,1,0,0,1
219,1,1,1,0,1
2194,1,1,1,0,0
220,0,0,1,1,0
220074,1,1,0,1,0
2203,1,1,1,0,0
221,0,0,0,1,1
221223,0,1,1,0,1
221823,1,1,1,1,0
221955,0,1,0,1,1
222,0,1,1,0,0
2222,1,0,1,0,1
2224,1,0,0,1,0
222537,1,1,0,0,1
222962,1,0,1,0,1
223,0,1,1,1,1
2235,0,1,1,1,1
224,1,0,1,1,1
225,0,1,0,1,1
226,1,1,1,1,1
2271,1,0,1,0,0
22856,1,1,0,0,1
22876,0,1,1,0,1
229,0,1,1,1,0
22908,0,1,0,1,1
22934,0,1,0,1,1
22978,1,0,0,0,0
230,1,0,0,1,1
23007,1,1,0,1,0
23057,1,1,1,1,1
23067,1,1,0,0,0
231,0,1,1,1,1
23169,1,0,1,0,1
23175,0,0,1,0,1
23203,1,1,0,1,0
23205,1,1,0,0,1
23236,1,1,1,0,1
23250,0,1,1,0,0
23262,0,1,0,0,1
23305,1,1,1,0,0
23315,1,0,0,1,0
23371,1,1,0,0,1
23396,1,1,1,1,0
23417,0,0,1,1,1
23428,1,1,1,1,1
23430,0,0,0,1,1
23439,1,1,0,0,0
23443,1,0,0,0,1
23464,1,0,0,1,1
23475,1,0,1,0,1
23478,0,0,1,0,1
2348,1,1,1,1,1
23491,1,0,1,1,0
23498,0,0,0,1,1
2350,1,1,0,1,0
2352,0,0,1,0,1
23530,1,1,1,1,1
23533,0,1,0,1,0
23539,0,0,1,1,1
23545,1,1,0,1,1
23556,1,1,1,1,1
2356,1,0,0,1,1
23563,0,1,1,1,1
23600,1,1,1,1,1
23632,0,1,0,1,0
23646,0,1,0,1,0
23657,1,0,1,1,0
23743,1,1,1,1,0
23761,1,1,0,0,0
239,0,1,1,1,1
24,1,0,1,1,0
240,1,1,1,0,1
245972,1,0,1,1,0
245973,1,1,0,1,0
246,1,1,0,1,1
246213,1,0,1,0,0
247,1,0,1,1,1
248,0,0,0,1,1
249,1,0,1,1,0
2495,0,0,0,1,1
250,0,1,0,1,0
251,0,0,1,0,1
2512,0,0,1,1,0
2517,1,0,0,1,0
2519,0,0,1,1,1
2523,0,1,0,1,0
2524,1,0,1,1,0
2525,0,0,1,0,1
2526,0,1,0,1,0
2527,0,1,0,1,1
2528,1,0,1,0,1
2529,0,0,1,0,1
253017,0,1,0,1,0
2531,0,0,1,1,0
253558,0,1,1,0,0
253782,1,0,1,0,0
2538,1,1,0,0,1
2539,1,0,1,0,1
2542,1,1,0,1,0
2548,1,1,0,0,1
256435,1,0,1,0,1
257068,0,1,0,1,1
2571,1,1,1,1,1
2572,1,1,0,0,0
257202,1,0,0,1,0
25769,1,0,1,0,0
25796,0,1,1,0,0
2581,0,1,1,0,1
2582,1,1,0,1,1
2583,1,0,1,0,1
25830,1,1,1,0,0
25834,0,1,0,1,0
2584,0,0,0,1,1
2585,1,1,0,0,1
25874,0,0,0,1,1
2588,1,0,1,0,1
2589,1,0,0,1,1
2590,0,1,1,0,1
25902,1,1,1,0,0
2591,1,1,1,1,0
2592,1,1,1,1,1
259230,0,0,1,1,1
2593,1,1,1,1,1
259307,0,0,0,1,1
2595,0,1,0,1,1
2597,1,1,0,1,0
26,0,1,1,1,0
26002,1,0,0,1,0
26007,0,1,0,1,1
26027,0,1,1,0,0
260293,0,0,0,1,1
26035,0,1,1,0,1
26061,1,1,1,0,0
26062,0,0,1,1,1
26063,1,0,0,1,0
2618,1,1,0,1,1
262,1,1,0,1,1
26227,0,0,1,1,0
26229,1,0,1,0,1
26266,1,1,1,0,0
26275,0,0,0,1,1
26279,0,1,1,0,0
2628,1,0,1,0,0
26289,1,1,1,1,1
2629,1,1,1,1,1
26290,0,1,1,1,0
26301,0,1,0,1,0
2632,0,1,0,1,1
26330,0,1,1,0,1
2639,1,0,1,1,1
2643,1,1,0,0,1
2645,1,1,1,0,1
2650,1,1,0,1,0
26503,1,0,1,0,1
2651,1,0,0,1,1
2653,0,0,1,1,1
266722,1,0,1,0,1
266740,1,0,1,0,1
267020,1,1,0,0,0
2673,1,0,1,1,0
2678,1,1,1,1,1
2679,1,1,0,1,1
2683,0,0,1,0,1
2686,0,0,1,1,0
2687,0,1,1,1,1
26873,1,1,0,1,1
270,1,1,0,1,1
27010,1,0,1,0,0
27034,0,1,1,0,1
27068,1,1,1,1,1
27087,0,1,1,1,1
27089,1,1,0,0,0
27090,1,1,0,1,0
271,1,1,1,1,1
2710,0,1,1,0,1
27109,0,1,1,0,0
27115,1,0,0,0,1
2712,1,0,0,1,0
27124,1,1,1,1,1
2713,1,0,1,0,0
27159,1,1,1,1,1
27165,1,1,0,1,1
2717,1,0,1,1,0
272,1,1,1,1,0
2720,0,1,0,1,1
27232,1,0,1,0,0
27235,1,1,0,1,0
27284,1,1,0,0,1
2729,1,1,0,1,0
2730,0,1,1,0,1
27306,1,0,0,0,1
2731,0,1,1,1,0
2739,1,1,1,0,0
27430,1,1,1,1,1
2744,0,1,1,0,1
2745,1,1,0,0,0
2746,0,1,0,1,1
2747,1,0,1,1,0
275,1,1,1,0,0
2752,1,0,1,0,0
276,1,1,1,1,1
2760,0,0,1,1,0
2762,1,0,0,1,1
2766,1,1,0,1,0
277,0,1,1,1,1
278,1,1,1,0,0
279,1,1,1,1,0
2799,1,0,0,1,1
28,1,1,0,1,0
280,1,1,0,0,1
2805,1,0,1,1,0
2806,0,1,0,1,1
2819,0,0,1,1,0
2820,0,1,0,0,1
2821,0,0,1,0,1
28231,0,0,1,1,1
28232,1,1,1,0,0
28234,1,1,1,1,0
283208,1,0,0,0,1
283209,1,1,0,1,0
283358,0,0,1,0,1
283985,0,0,1,0,1
284004,0,1,1,0,1
284098,0,0,1,0,1
284111,0,0,1,1,0
284129,0,0,1,1,0
284273,1,1,1,0,1
285440,1,0,1,0,1
286016,0,0,1,0,1
286297,0,0,1,1,0
286410,0,0,1,1,0
2875,1,1,1,1,0
2876,1,1,1,1,1
2877,1,1,0,0,1
2878,0,0,1,0,1
2879,1,0,1,0,0
2880,1,1,0,0,1
2882,0,1,0,0,1
28965,1,0,1,0,1
28972,0,1,0,0,1
