EnsemblGeneID,GeneID,Var1,RHC3869__Epithelial__#2749FE,RHC4746__Epithelial__#2749FE,RHC4760__Epithelial__#2749FE,RHC4761__Epithelial__#2749FE,RHC4763__Epithelial__#2749FE,RHC4767__Macrophage__#FFFF55,RHC4768__Epithelial__#2749FE,RHC4772__Epithelial__#2749FE,RHC4780__Epithelial__#2749FE,RHC4781__Epithelial__#2749FE,RHC4784__Epithelial__#2749FE,RHC4788__Epithelial__#2749FE,RHC4789__Epithelial__#2749FE,RHC4801__Epithelial__#2749FE,RHC4810__Macrophage__#FFFF55,RHC4813__Epithelial__#2749FE,RHC5701__Epithelial__#2749FE,RHC5892__Endothelial__#908DE5
ENSG00000000003,7105,chrX:99883666-99894988_TSPAN6_ENSG00000000003.10,0.516593,0,0,0,0,0,0,0,0,4.98736,0,0,71.5292,25.2539,0,25.3851,0,2.81295
ENSG00000000005,64102,chrX:99839798-99854882_TNMD_ENSG00000000005.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000419,8813,chr20:49505584-49575092_DPM1_ENSG00000000419.8,0,276.21,0,0,0,0,0,0,0,0,0,0,41.4836,0,0,40.9296,0,218.168
ENSG00000000457,57147,chr1:169631244-169863408_SCYL3_ENSG00000000457.9,7.49446,0,0,0,0,22.6091,0,0,0,0,0,0,0,0,0,0,0,132.543
ENSG00000000460,55732,chr1:169631244-169863408_C1orf112_ENSG00000000460.12,8.74159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000938,2268,chr1:27938574-27961788_FGR_ENSG00000000938.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000971,3075,chr1:196621007-196716634_CFH_ENSG00000000971.11,0,0,0,0,0,0.711403,0,0,0,0,0,0,3.34932,0,0,0,0,263.713
ENSG00000001036,2519,chr6:143771943-143832827_FUCA2_ENSG00000001036.9,0,0,0,0,0,94.4203,0.284089,0,22.7356,0,6.30068,0,93.3662,0,0,0,0,0
ENSG00000001084,2729,chr6:53362138-53481969_GCLC_ENSG00000001084.6,0,0,0,0,0,0,0,0,3.91935,0.146346,0,93.2565,225.228,0,0,4.05135,0,0
ENSG00000001167,4800,chr6:40994771-41067715_NFYA_ENSG00000001167.10,0,0,0,0,0,0,0,0,1.15154,0,0,0,0,0,0,0,0,0
ENSG00000001460,90529,chr1:24634045-24799466_STPG1_ENSG00000001460.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000001461,57185,chr1:24634045-24799466_NIPAL3_ENSG00000001461.12,0,0,0,0,0,0,0,0.80192,0,0,0,0,0,0,0,0,0.910042,425.246
ENSG00000001497,81887,chrX:64732461-64754655_LAS1L_ENSG00000001497.12,198.279,0,0,0,0,0,354.042,0,8.74306,0,0,0,0,0,5.93554,0,0,0
ENSG00000001561,22875,chr6:46097729-46114436_ENPP4_ENSG00000001561.6,0,0,0,0,0,0,0,0,23.3045,1.46252,0,0,0,0,0,49.4835,170.139,0
ENSG00000001617,6405,chr3:49977439-50226508_SEMA3F_ENSG00000001617.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000001626,1080,chr7:117105837-117514193_CFTR_ENSG00000001626.10,1.68739,0,0,8.91508,0,0,0,0,0,0,0,0,0,0,0,0,2.12175,0
ENSG00000001629,54467,chr7:91875547-92030698_ANKIB1_ENSG00000001629.5,0,12.4699,0,0,0,0,1.03158,0,5.10901,0,0,522.587,41.9839,334.03,0,311.223,0,15.2675
ENSG00000001630,1595,chr7:91741464-91810039_CYP51A1_ENSG00000001630.11,0,0,0.565945,0,0,0,9.89194,295.509,25.5883,637.585,0,436.219,20.4654,38.7899,1.37094,113.209,0,386.076
ENSG00000001631,889,chr7:91828282-91875480_KRIT1_ENSG00000001631.10,0,0,0,0,0,1.07834,34.1828,0,0,138.142,0,0,0,0,0,0,0,2.53098
ENSG00000002016,5893,chr12:1021242-1605099_RAD52_ENSG00000002016.12,0,0,0,0,0,0,0,0,0,0,0,113.718,0,0,0,0,0,0
ENSG00000002330,572,chr11:64037301-64056972_BAD_ENSG00000002330.9,0,0,0,0,0,0,109.84,0,3.21509,0,0,0,0,0,0,0,0,0
ENSG00000002549,51056,chr4:17578814-17616194_LAP3_ENSG00000002549.8,0,13.2635,225.578,0,0,0,30.2708,55.6006,0,0,3.68495,118.313,0,233.949,0,77.1457,0,9.37481
ENSG00000002586,4267,chrX:2609219-2659350_CD99_ENSG00000002586.13,6.36992,127.67,0,0,0,0,12.2308,82.5795,98.8388,17.129,0,47.3599,0,216.206,7.19667,89.0296,0,13.2821
ENSG00000002587,9957,chr4:11394773-11431389_HS3ST1_ENSG00000002587.5,0,0,0,0,0,0,0,0,0,0,0,0,49.6846,16.1411,0,2.48983,0.891248,0
ENSG00000002726,26,chr7:150521714-150558592_AOC1_ENSG00000002726.15,0,0,0,0,0,0,0,0,18.8382,609.185,0,12.623,0,0,0,7.7718,23.3667,0
ENSG00000002745,51384,chr7:120965420-120981158_WNT16_ENSG00000002745.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002746,23072,chr7:43152197-43605600_HECW1_ENSG00000002746.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002822,8379,chr7:1855428-2272878_MAD1L1_ENSG00000002822.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
